,Method_Name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,VC_1,VC_2,VC_3,VC_4,VC_5,VC_6,VC_7,VC_8,VC_9,VC_10,VC_11,VC_12,VC_13,VC_14,VC_15,VC_16,VC_17,VC_18,VC_19,VC_20,VC_21,VC_22,VC_23,VC_24,VC_25,VC_26,VC_27,VC_28,VC_29,VC_30,VC_31,VC_32,VC_33,VC_34,VC_35,VC_36,VC_37,VC_38,VC_39,VC_40,VC_41,VC_42,VC_43,VC_44,VC_45,VC_46,VC_47,VC_48,VC_49,VC_50,VC_51,VC_52,VC_53,VC_54,VC_55,VC_56,VC_57,VC_58,VC_59,VC_60,VC_61,VC_62,VC_63,VC_64,VC_65,VC_66,VC_67,VC_68,VC_69,VC_70,VC_71,VC_72,VC_73,VC_74,VC_75,VC_76,VC_77,VC_78,VC_79,VC_80,VC_81,VC_82,VC_83,VC_84,VC_85,VC_86,VC_87,VC_88,VC_89,VC_90,VC_91,VC_92,VC_93,VC_94,VC_95,VC_96,VC_97,VC_98,VC_99,VC_100
87,standardize,1,1,0,0,0,0,0.69703615,1.072704,0.35327354,-0.20070525,-0.6156626,-0.89443064,-1.1561248,-0.4276653,-0.29345343,-0.2286996,-0.68601006,-1.1027745,-0.056007158,-0.27417582,-0.8002999,0.49811673,-0.5902167,0.8995745,-0.3076417,0.66900915,2.2408214,-0.4894059,-0.61631787,-0.6265011,0.59401774,-0.7683514,-0.15242681,-0.26612806,-0.3668272,-0.77837646,0.2794815,0.22904152,0.0140609145,-0.06649024,-0.5066177,-0.50684285,0.07334584,-0.03984129,-1.0543267,-0.6805062,-0.6091556,-0.33007067,-0.43208277,2.1050453,2.4318304,0.47012132,-0.49372703,0.43211243,-0.48792472,0.08275465,1.4667178,2.3800106,-0.17276093,-0.16359825,-0.79944414,-0.8196498,-0.8783589,0.13760202,-0.48680705,0.18241003,0.2041307,-0.39500713,-0.012653869,-0.32687247,-0.49978194,-0.645883,-0.926343,-0.7307196,-0.47812885,-0.7593838,0.3335376,-0.8623566,-0.5153362,1.9363984,0.7554121,-0.5130197,0.045684703,-0.25865212,-0.36587554,0.12142623,0.8856842,-0.5329321,-0.4714573,-0.6504316,-0.69345164,-0.9414332,-0.48268452,1.3771726,-0.1138128,0.7493394,-0.538488,0.45725524,-0.13847123,0.84212464,0.4072187,-0.49397454,0.029594116,0.6317556,-0.16769391,-0.49023274
88,sum,1,1,1,1,1,1,1.2710447,0.4595509,0.20883004,0.31559557,-0.5996444,-0.9291382,-1.0335126,-0.29358408,-0.26154527,0.111270584,-0.6626782,-0.97177786,0.01840331,-0.28713247,-0.6239333,0.049826566,-0.5556976,0.86245865,-0.18445966,0.9177525,1.4398285,-0.44574833,-0.15774605,-0.66061914,0.59614974,-0.38047472,-0.35730317,-0.6784057,-0.3297647,-0.837518,-0.1869908,-0.45031166,0.17411411,-0.36590332,-0.6285629,-0.29639164,0.546848,-0.01269992,-1.0753543,-0.7188377,-0.58715504,0.08793597,-0.48808667,0.83026856,2.1471725,0.35366243,-0.17324193,-0.20979248,-0.06791365,0.9979849,0.96880066,2.245978,0.1714691,0.26336753,-0.7380996,-0.80190104,-0.7739504,0.38607568,-0.34080312,0.5054549,-0.11460788,-0.32008758,0.09241563,-0.2073754,-0.46543318,-0.50496984,-1.0074867,-0.7510411,-0.41203672,-0.81903183,0.1797525,-0.8245411,-0.462175,1.4181892,0.41463014,-0.48403192,0.26723212,-0.44883043,-0.41918203,-0.3220176,1.1688262,-0.5714415,-0.52203625,-0.45757663,-0.45783013,-0.818342,-0.42632762,1.49249,1.3223414,1.0281135,-0.38365716,0.27343085,-0.1852177,0.40291286,-0.29642916,-0.49949366,0.14760251,1.026265,-0.36577475,-0.24022512
89,sumOfLogarithms,1,1,1,1,1,1,0.93665797,0.41526943,0.2842564,-0.20883484,-0.51658785,-0.77477306,-0.7959661,-0.34308618,-0.2145849,-0.25805548,-0.5163126,-0.8889908,0.15667349,-0.23800847,-0.47596097,0.4435345,-0.47387522,0.6575298,-0.21264088,1.1722983,1.1950842,-0.47079742,-0.37885904,-0.63469076,0.17894992,-0.30724707,-0.37313595,-0.21028227,-0.33852836,-0.636591,-0.25959647,-0.64655423,0.15124795,-0.14526129,-0.5392442,-0.28679037,0.37734056,-0.11656988,-0.7928426,-0.5351962,-0.5264264,-0.15000361,-0.4486188,0.9963838,1.9688841,0.4803145,-0.3374125,-0.017042128,-0.15698236,0.26912963,0.8337858,2.532586,0.14501935,-0.06012005,-0.61935633,-0.7040598,-0.6328687,-0.037795775,-0.33127108,0.20338511,-0.1647795,-0.29919317,0.11418001,-0.34332186,-0.46074513,-0.4701096,-0.8113343,-0.52374345,-0.44084787,-0.65786314,0.38521475,-0.57606864,-0.41562754,1.6735343,0.8316289,-0.34002918,0.06896963,-0.42759064,-0.30963,-0.14506727,0.94639206,-0.32704467,-0.42094737,-0.5333874,-0.4557078,-0.7030784,-0.408378,1.0952433,0.05970996,0.96633655,-0.36910844,0.43921322,0.0635175,0.6390892,-0.019975327,-0.40266314,0.030544832,1.0289454,-0.039780643,-0.39076793
90,sum_Power_Deviat,0,0,0,0,0,0,0.6759201,0.32476094,0.14813131,-0.21635844,-0.54022306,-0.87636286,-0.8284697,-0.422793,-0.22236043,-0.26833478,-0.54022086,-0.9184938,0.18098153,-0.2761949,-0.6018409,0.27446777,-0.5419242,0.57187235,-0.27852327,0.97627413,1.3782979,-0.50358063,-0.46770358,-0.7011331,0.061721437,-0.41979304,-0.39662427,0.14387542,-0.40569463,-0.616703,-0.31348968,-0.6328874,0.2564006,-0.19901195,-0.5574513,-0.43149108,0.45767096,-0.107121386,-0.75972855,-0.5935697,-0.579235,-0.29905403,-0.42299142,0.9227141,2.358566,0.7703163,-0.43416357,0.020801118,-0.23495361,0.1499997,1.4431001,2.7477982,0.0114364065,-0.16420844,-0.6908035,-0.7115553,-0.75164217,-0.019926857,-0.4129499,0.23227587,0.003530046,-0.35258824,0.020558221,-0.30891484,-0.47107062,-0.567425,-0.93086505,-0.65385526,-0.45114315,-0.7078997,0.5006327,-0.68332964,-0.46674997,2.0721376,0.85659885,0.07773017,0.005152434,-0.257339,-0.27683473,-0.11422991,0.9296397,-0.4547956,-0.40289396,-0.5539531,-0.4396707,-0.72334015,-0.46206096,1.1353434,-0.06519206,0.77278435,-0.3849256,0.19247946,0.2247017,1.2082341,-0.13611743,-0.42227677,-0.027633138,0.7637109,0.40586737,-0.39857063
91,tanimotoDist,0,0,0,0,0,0,1.2081743,0.94109374,0.56828487,-0.23480223,-0.7195942,-0.9296673,-1.0650185,-0.46182865,-0.22634007,-0.18814576,-0.6320532,-1.1002449,-0.1126424,-0.25496966,-0.7444737,0.82909226,-0.4584037,0.75372577,-0.4548887,0.8044943,2.9902644,-0.44472495,-0.8649656,-0.6210864,0.32978702,-0.75144446,-0.3025635,-0.064860106,-0.45000753,-0.72482926,0.09029122,-0.3172855,0.107839495,0.04713542,-0.2874843,-0.4527011,0.011376612,0.22801122,-0.9000612,-0.66045445,-0.58685946,-0.09560262,-0.3916497,1.8479751,1.6485015,0.90383774,-0.39066333,0.03445529,-0.11843865,-0.16305278,1.6126279,2.0332441,-0.24199966,0.009218821,-0.76471657,-0.9116046,-1.0019455,0.027056694,-0.38656,0.22403538,-0.18201403,-0.38526303,0.23885983,-0.54567236,-0.51627415,-0.7317501,-0.9600881,-0.5724396,-0.43741938,-0.64189816,0.9370022,-0.68882096,-0.4557563,1.5338461,1.0490192,-0.32547823,-0.42862293,-0.2750721,-0.16472563,0.045378745,0.22189772,-0.4643557,-0.54403645,-0.7669628,-0.7069214,-0.91691905,-0.45970097,0.9856107,0.055698942,0.81441694,-0.69455177,0.56970656,-0.14488904,1.5410222,0.26141235,-0.3970297,0.06631674,0.9016101,0.25783023,-0.48186374
92,variance,1,1,1,0,0,1,1.0710258,0.9871673,0.4762675,-0.09893655,-0.6460814,-0.7936745,-1.0171454,-0.45035866,-0.2919519,-0.1462367,-0.56998706,-0.9837171,0.23357226,-0.25428525,-0.6329297,0.48773333,-0.28231883,1.1026994,-0.28171933,1.083278,1.6723207,-0.55172956,-0.58086705,-0.6286043,0.7760194,-0.6024257,-0.12968028,-0.1161281,-0.3739904,-0.6898009,0.34912127,0.07544638,0.12024276,-0.17776413,-0.4193233,-0.33553764,0.23088685,0.04067441,-0.8984458,-0.62791467,-0.5064804,-0.3808182,-0.40667364,1.8115611,1.694315,0.95612204,-0.4232384,0.18032435,-0.4779429,0.16205712,1.3680309,2.3082302,0.15050805,-0.23449956,-0.6970648,-0.74966705,-0.8653666,0.23119636,-0.40611532,0.25602987,-0.135547,-0.35610974,0.23522697,-0.39774185,-0.45605472,-0.55752766,-0.78071123,-0.47786096,-0.45999053,-0.6527711,0.19253808,-0.6701004,-0.4111319,1.6436199,0.7577651,-0.4521828,-0.10626453,-0.37695056,-0.2920214,0.27651143,0.72265196,-0.31437305,-0.41275436,-0.68794495,-0.63758355,-0.82488203,-0.44012326,0.94540584,-0.20718081,0.8032542,-0.4998174,0.5342146,-0.024160422,1.043742,0.26648805,-0.3865484,-0.08289358,1.0753525,0.22601956,-0.46143675
93,var_Difference,1,1,0,0,0,1,1.1403524,1.29894,0.35304448,-0.20261686,-0.6747421,-0.89782006,-1.22632,-0.4509666,-0.26661286,0.030805843,-0.66564274,-1.0822904,-0.027434813,-0.2497684,-0.72557825,0.48548582,-0.53114504,1.3956226,-0.34838706,0.9845583,2.3613036,-0.54060256,-0.6913498,-0.64355904,0.89533687,-0.81670046,-0.07869137,-0.14436537,-0.40213507,-0.81017536,0.40569004,0.30713874,0.066763364,-0.19683562,-0.46584794,-0.39218286,0.38509884,0.015521223,-0.98289716,-0.63706875,-0.5580123,-0.1333564,-0.4132999,2.3579848,1.6131312,0.7534407,-0.34749556,0.5236694,-0.3775088,0.103328854,1.4003899,2.177672,-0.14446273,-0.02300717,-0.83812547,-0.89142364,-0.9104824,0.30817282,-0.33056733,0.21788448,-0.105680265,-0.34238806,0.12508877,-0.48620224,-0.50297356,-0.7079824,-0.9411959,-0.6135285,-0.48498338,-0.6478099,0.59194857,-0.8009336,-0.48059782,1.5196579,0.9192214,-0.40247202,-0.21292537,-0.2840024,-0.40618935,0.17120357,0.37447125,-0.45142943,-0.44512022,-0.73926353,-0.78213817,-0.9394863,-0.46041977,1.0356088,-0.030885892,0.9168223,-0.66330844,0.65226233,-0.029570665,1.0109136,0.38103867,-0.41949376,0.033527516,1.0325718,-0.121504,-0.4139884
94,weightedMean,1,1,0,0,0,1,1.1806402,0.8513425,0.4098494,-0.022481147,-0.66357094,-0.9092182,-1.0807831,-0.4400864,-0.2796907,-0.061637565,-0.63488775,-0.9989604,-0.04777134,-0.2826076,-0.6780501,0.48226216,-0.54175895,0.8525426,-0.3749945,0.99114424,2.3160014,-0.5009105,-0.7024188,-0.68346643,0.63672787,-0.72485965,-0.23158796,0.009292284,-0.42348656,-0.76101255,0.15856722,-0.06534297,0.15803327,-0.18839015,-0.47631836,-0.4357854,0.2834288,-0.03595789,-0.9054986,-0.6250559,-0.59941405,-0.09060253,-0.41563922,1.8494042,2.011818,0.71184856,-0.38880205,0.35225376,-0.25100467,-0.02960549,1.2855101,2.2354922,-0.059016705,0.069706574,-0.7793969,-0.8473674,-0.9266907,0.25939253,-0.3437888,0.31621006,-0.1574563,-0.30084592,0.09495265,-0.3581222,-0.4990376,-0.70152754,-0.9683271,-0.55024564,-0.4636041,-0.65849876,0.8209133,-0.7494173,-0.4694679,1.5090576,0.95925504,-0.137406,-0.1629687,-0.2655107,-0.371531,0.09804499,0.45655057,-0.45178702,-0.46747765,-0.6831978,-0.7133713,-0.8906352,-0.44377464,1.0758984,-0.090627894,0.92790395,-0.61456215,0.5769291,0.044566534,1.238455,0.23418115,-0.4200479,0.0732567,1.0315489,0.11531254,-0.43842888
95,weightedRMS,0,0,0,0,0,0,0.8225296,0.6294477,0.74044377,-0.24802206,-0.71762526,-0.9489106,-1.0654843,-0.45247054,-0.28902817,-0.23832977,-0.66611266,-1.1053948,-0.14791343,-0.28614268,-0.7940687,1.0451541,-0.61300707,0.7035139,-0.45496592,0.51888394,3.158473,-0.42185077,-0.81746846,-0.5957601,0.19950685,-0.82295513,-0.3010317,-0.030209698,-0.41595873,-0.6926844,0.20671608,-0.20773295,-0.036469497,0.18989539,-0.46121392,-0.55851024,-0.10332336,-0.022782633,-0.94999397,-0.7036039,-0.63049835,-0.3059115,-0.4059099,2.2916603,2.0015457,0.63629895,-0.5465994,0.044371303,-0.46016628,-0.13981852,1.496911,1.9492489,-0.2742867,-0.16315952,-0.77375716,-0.8884801,-1.0637722,-0.031938236,-0.4934128,0.20606549,0.07864755,-0.408121,0.16040698,-0.43696618,-0.5284936,-0.69977355,-0.9380442,-0.67903775,-0.47511867,-0.70801395,0.9443066,-0.80052835,-0.47920716,1.5035158,0.95421785,-0.27573448,-0.30015612,-0.1384817,-0.36389855,0.115127504,0.52112454,-0.5404543,-0.54957885,-0.76097095,-0.86427146,-0.9523998,-0.49966276,1.2162148,-0.28554046,0.8840254,-0.66607505,0.4790639,-0.09843081,1.6495789,0.29676875,-0.48136294,-0.029791629,0.60727066,0.36568475,-0.5937734
96,weighted_average,1,1,0,0,0,1,0.79401976,0.9756474,0.53589314,-0.28127402,-0.6933997,-0.8987049,-1.0774813,-0.38896772,-0.30856976,-0.1862488,-0.6307449,-1.1179537,-0.03827576,-0.26094028,-0.75556993,0.8085418,-0.5664022,1.0109732,-0.41079572,0.9002597,2.8047364,-0.47598886,-0.8126055,-0.65768117,0.4344285,-0.8059335,-0.1787687,0.0043921582,-0.40138474,-0.70878744,0.14214495,0.014916405,0.0495272,0.0008825883,-0.46589386,-0.44571546,0.19255134,0.03560271,-0.9314421,-0.6597369,-0.5918555,-0.029937118,-0.38577256,2.3959162,1.5140169,0.74816364,-0.42844328,0.36592495,-0.23565853,0.0048194984,1.6072468,2.0779884,-0.19114293,0.09126918,-0.80924714,-0.9111261,-1.0097737,0.072275,-0.4481387,0.26535594,-0.14592104,-0.40103447,0.11667474,-0.58498514,-0.531935,-0.65069765,-0.95113254,-0.6528765,-0.48652524,-0.58793414,1.0453949,-0.78869206,-0.51431656,1.0571924,0.88568693,-0.2504549,-0.33992672,-0.3012137,-0.38760167,0.15886983,0.24644646,-0.45238602,-0.49881303,-0.77248657,-0.81963265,-0.91734946,-0.45070592,0.7967843,-0.10516265,0.58993596,-0.70578,0.65092903,0.06399747,1.3483225,0.3564414,-0.43629116,0.0053889514,0.7444982,0.028819852,-0.48416436
97,winsorizedMean,1,1,0,0,1,1,1.1114846,1.1898597,0.38348567,-0.2051556,-0.6803724,-0.8995204,-1.1142945,-0.39301202,-0.22928824,-0.18287608,-0.649404,-1.1076579,-0.02824371,-0.24887577,-0.7000074,0.68471134,-0.5643428,0.93367726,-0.3068417,1.0146155,2.1700222,-0.536462,-0.66808444,-0.6522094,0.8424884,-0.74476236,-0.09268446,-0.015597435,-0.38981256,-0.8167386,0.18084666,0.22254094,0.18894847,-0.111890726,-0.5047568,-0.39478084,0.2100776,0.00486278,-0.96336234,-0.6039144,-0.57836264,-0.1601768,-0.41867647,2.326541,1.8262599,0.6177811,-0.3618727,0.51444936,-0.31374687,0.059151135,1.17271,2.3263533,-0.10377909,-0.074804634,-0.8016126,-0.88643575,-0.91718924,0.24166675,-0.32501495,0.23669572,-0.10706486,-0.3502172,0.11481957,-0.480697,-0.5234487,-0.6793386,-0.9264308,-0.5857407,-0.4694649,-0.65305316,0.6459052,-0.7811823,-0.48881906,1.7655218,1.0652019,-0.31689218,-0.08949865,-0.41945216,-0.34704474,0.23016135,0.58289725,-0.4316108,-0.45815426,-0.6812225,-0.711047,-0.92980707,-0.43985048,1.0258591,-0.061894987,0.86328125,-0.61208177,0.69693154,0.025139734,0.8579025,0.43887493,-0.43430647,-0.00381552,1.0974066,-0.22633013,-0.3901948
